Year,Estimate,Lower bound,Upper bound
2020.5,40.199950998594,12.8820519404267,95.7470376409798
2019.5,40.3199321492707,13.9569733881585,90.7469145007154
2018.5,40.4485630342911,15.0842088581292,86.3821530165568
2017.5,40.4643800091594,16.321632186064,82.0833745294631
2016.5,40.3761237328319,17.4292151705744,78.0132445308588
2015.5,40.3257230955304,18.7469642855775,74.6676996326154
2014.5,40.2965474882853,20.0881960400776,71.6746954065782
2013.5,40.4079981070581,21.4091739950627,69.0673455583921
2012.5,40.8893912730531,22.9468379559112,67.3782845704292
2011.5,41.7118314092271,24.6819311083591,66.1243542910303
2010.5,42.9860288002079,26.3942029801461,65.9675029644912
2009.5,44.3440285331025,28.3564882594081,66.3229204082184
2008.5,45.6880405743077,30.3665599271901,66.4282217916805
2007.5,47.0889469833587,32.9050901489755,66.3222857572226
2006.5,48.5256330295554,35.2517948156681,65.7926492130197
2005.5,49.7587931443169,36.7288465831907,67.2086525243781
2004.5,50.9713857077721,37.4420901003181,69.0463964462394
2003.5,52.2870648189558,38.599387241621,70.926283819364
2002.5,53.5140923187977,38.8953771579733,72.7270498875839
2001.5,54.8954314522288,39.8068768287798,74.1512828971289
2000.5,56.036451739313,40.5281235127857,75.8460528069308
1999.5,57.2652498149856,41.3228795270114,77.57831245083
1998.5,58.3143424423951,41.6954272204526,78.754391519668
1997.5,59.2002688167657,41.7693570790646,80.0390087136349
1996.5,59.9936200723304,42.6062837461649,80.5226402114304
1995.5,60.6912504257567,42.7624066631687,81.9051314983444
1994.5,61.3126405484014,42.7606205845053,82.527625520472
1993.5,61.9942017988526,42.9905380348,83.6563464652818
1992.5,62.445152805461,42.6212378069082,84.5916526456584
1991.5,62.9433225793891,42.6458314487018,85.8031056617579
1990.5,63.4509845961089,42.1920533900938,87.7972862114118
1989.5,64.0818688553269,41.6480379308414,89.9331263722025
