Year,Estimate,Lower bound,Upper bound
2020.5,20.3488667531744,17.6695737095577,23.1919802019358
2019.5,21.43814583303,19.0058969439183,23.9444477487554
2018.5,22.6668739055369,20.4936456208375,24.9522860554048
2017.5,23.734309593443,21.728072182068,25.8638108884349
2016.5,24.8006544649393,22.9112486643706,26.8166365834518
2015.5,25.8966624873437,24.1017179862638,27.8439493905579
2014.5,27.0310661194707,25.2405824938923,28.9259479549734
2013.5,28.2071575566294,26.425617495434,30.1258619766927
2012.5,29.3962980157057,27.5208811200839,31.4152691502329
2011.5,30.6134394887591,28.6361244251852,32.7269840593185
2010.5,31.8408330802708,29.7946016104015,34.0358823686451
2009.5,33.0625872799362,30.898311935689,35.3710635685401
2008.5,34.2585903856049,31.9741148494771,36.6288393121144
2007.5,35.4386365924539,33.0442458535198,37.8944546499777
2006.5,36.6274677107839,34.1451939296358,39.103185497212
2005.5,37.8529843686421,35.3242939627798,40.3666778522683
2004.5,39.1079792618899,36.5887008618915,41.6693714886869
2003.5,40.4702281708467,37.9509654838014,43.0026541038774
2002.5,41.8769323337537,39.3269986342759,44.4313633234527
2001.5,43.2751870842182,40.7385892335661,45.9350560345601
2000.5,44.6830657456866,42.0687286101241,47.3733997041538
1999.5,46.0548859002815,43.3789418983629,48.898495943868
1998.5,47.4068416991629,44.6972565990788,50.3020718497002
1997.5,48.7192339304173,45.899567292661,51.6691644578652
1996.5,49.9772751965124,47.0965915538028,52.9613123621137
1995.5,51.1709881718104,48.223626530204,54.175048115308
1994.5,52.3175665176592,49.269699586468,55.4298661339411
1993.5,53.4721402247557,50.3906332587165,56.6133648891236
1992.5,54.646563447815,51.4454229791547,57.8673651920641
1991.5,55.8840730276901,52.6737264933397,59.1016561738478
1990.5,57.170682102504,53.955678162207,60.4768696805766
1989.5,58.5252940083776,55.1773685209135,61.902379340427
1988.5,59.9070395546561,56.5626433400362,63.4185520086435
1987.5,61.3666001124713,57.8273449322261,65.0343283258226
1986.5,62.8561220143766,59.2565814574348,66.6369143920208
1985.5,64.3361832020847,60.5787734162547,68.2820750573351
1984.5,65.848504121026,61.9151516457576,69.9345515994113
1983.5,67.3447908066203,63.4238296732961,71.6773599168042
1982.5,68.911606453027,64.7356574740398,73.4648916812542
1981.5,70.4439342176429,66.194666572837,75.0338229464989
1980.5,71.9961652622489,67.6796916040863,76.6631366605477
1979.5,73.5923385535668,69.1126648858213,78.4770168146902
1978.5,75.2249695628242,70.5433074463448,80.367750237982
1977.5,76.8644167595006,71.9157975194375,82.3156288122218
1976.5,78.3934410322987,73.2839844706625,84.0853591106588
1975.5,79.8093559717348,74.5261928591295,85.5576517854798
1974.5,80.9733891404001,75.6147400445022,86.9869371003966
1973.5,81.9677622427333,76.3451591192638,88.0462041880491
1972.5,82.8383236626609,76.9199064891734,89.1910459924277
1971.5,83.6220880357415,77.405579451719,90.2159042628227
1970.5,84.3201137938471,77.7558963586179,91.1539094112213
1969.5,85.0029421207657,78.0737629958338,92.1993815813473
