Year,Estimate,Lower bound,Upper bound
2020.5,29.8663003878605,22.3962256308013,39.7460515152796
2019.5,30.2911858031128,23.3167868735042,39.3154060023544
2018.5,30.690210373941,24.0801191859317,38.7720527319705
2017.5,31.0798431933567,24.8591587901934,38.1960160403745
2016.5,31.4348526630908,25.7787552754217,37.8243551702816
2015.5,31.8506928132319,26.700938566166,37.6817184758718
2014.5,32.3630594187845,27.4530368816797,37.9688769813517
2013.5,32.9762188623374,28.260581120173,38.2377840890793
2012.5,33.6234646965147,29.0532656515508,38.6843174720196
2011.5,34.1948157279739,29.8325030793862,39.0883871425975
2010.5,34.7454029530905,30.4739190688323,39.4498234370584
2009.5,35.2829923607236,30.9503001600522,39.9894047865002
2008.5,35.8218400603883,31.4491165865674,40.6507087609243
2007.5,36.5259840405148,32.0786679382831,41.3885893172088
2006.5,37.4104750408787,32.9878746421945,42.3422044327122
2005.5,38.4775576409759,34.1160861895682,43.2945549512409
2004.5,39.6185939478972,35.0649375755756,44.4733685198186
2003.5,40.7482496144078,36.0834667921201,45.6056596665367
2002.5,41.9055788674894,37.0857155924797,46.9029193659854
2001.5,43.4378161781323,38.3796146203427,48.649007422319
2000.5,45.5256548734416,40.432611512114,50.9140732129241
1999.5,47.9152705295738,42.6598608467089,53.7205797881911
1998.5,50.5313371504375,45.1208171274402,56.6855147807475
1997.5,53.0300636714161,47.3329170521036,59.4675374533775
1996.5,55.0561710727999,49.0735624680624,61.9115988332689
1995.5,56.418801273929,50.3909166769492,63.4705989625939
1994.5,57.3623975745422,51.1964080922678,64.6232299565561
1993.5,58.2092786781023,51.9324599009725,65.1748986777036
1992.5,59.074693285041,52.7000567126454,65.8363461963356
1991.5,60.0465146050962,53.5377053492425,67.0126113064558
1990.5,61.2529321027374,54.6527596095591,68.5379318002654
1989.5,62.766667671446,55.7322303769118,70.5355060015903
1988.5,64.4974742804238,57.3108189139897,72.5768194592148
1987.5,66.4148859214583,58.8947001293489,74.8067832337891
1986.5,68.3452979584949,60.6834653498542,77.3708205503998
1985.5,70.2737425496842,62.217440536016,79.8302151500651
1984.5,71.9402941562971,63.2721789161122,82.4681595900684
1983.5,73.1671914562754,64.388481195965,84.0187218588889
1982.5,73.8271116767646,64.8757200118903,84.4414247037226
1981.5,73.8348065749578,64.8970283018967,84.3317038936181
1980.5,73.2537726824602,64.3115302546854,83.5756087674192
1979.5,72.2796051804004,63.0732660094652,82.7714770448995
1978.5,71.1385238334145,61.3866593021749,81.7939187948704
1977.5,69.9830955509052,59.7412195884745,80.9984465170341
1976.5,69.1720286676424,58.144952435982,81.3230153387535
