Year,Estimate,Lower bound,Upper bound
2020.5,50.2383472373898,38.8624287561396,65.1760637986004
2019.5,51.8847964282443,41.3139562234921,65.4343094065484
2018.5,53.6698154785589,43.6731447763691,65.9847397828925
2017.5,55.4552559933246,45.939232100334,66.6132074122047
2016.5,57.2328608831954,48.1999596572597,67.4400203863603
2015.5,59.0066105264033,50.5420612069502,68.3144982625648
2014.5,60.8281744785185,52.8559610134875,69.6215347789952
2013.5,62.7188797275235,55.1135536496719,71.1991342103508
2012.5,64.7726940230105,57.5390939935867,72.9163551448415
2011.5,66.9505286823739,59.9071490520562,74.8164177177226
2010.5,69.3197648628058,62.472605583648,77.0020523018285
2009.5,71.9514173463624,65.0998911592189,79.4954103560446
2008.5,74.8140141197633,68.062536954282,82.2300915491186
2007.5,77.8954274745648,71.2745339157195,85.2712782959656
2006.5,81.279047872471,74.6252213130447,88.5464670054444
2005.5,84.8088152008047,78.0483140608604,92.0665458631966
2004.5,88.5023175613761,81.6462655843871,95.8319887358476
2003.5,92.4281070652804,85.4311454436976,99.8638604467745
2002.5,96.4949921556037,89.3105685172098,104.167875550128
2001.5,100.784656468174,93.4647335206759,108.616466833017
2000.5,105.374324108919,97.8420725525821,113.378973367057
1999.5,110.252920718582,102.562732796623,118.50185809568
1998.5,115.461464689857,107.57036483115,123.988588376991
1997.5,120.6931785354,112.59783667387,129.418669160295
1996.5,125.923447051458,117.535880643499,134.974032935815
1995.5,131.046345190199,122.367058111409,140.374591121881
1994.5,135.964376311597,126.910439995046,145.62498279594
1993.5,140.778414166086,131.352347627541,150.734320752802
1992.5,145.68648471895,135.944900936186,155.981770350827
1991.5,150.741838613224,140.68055831866,161.400424221516
1990.5,156.073358332077,145.528361964436,167.169728108861
1989.5,161.630615251737,150.626360355226,173.097326116645
1988.5,166.862824465096,155.487183685763,178.884371136787
1987.5,171.442959843959,159.614227526407,184.063557726536
1986.5,175.004143290234,162.701978604353,188.16890397155
1985.5,177.374374218474,164.721560318542,190.978188522088
1984.5,178.327025353565,165.382003222431,192.326736368613
1983.5,178.024311795266,164.884908084433,192.106957393938
1982.5,176.611802902845,163.598234295844,190.690345359441
1981.5,174.508913210154,161.278207140828,188.683944614945
1980.5,172.188689864189,158.833926802064,186.453974756176
1979.5,170.092346074293,156.377466532118,184.444803469193
1978.5,167.89384083136,154.010393926929,182.719853302485
1977.5,165.869175420685,151.664067938688,180.977098615006
1976.5,163.753100911982,148.981618285512,179.492828433545
1975.5,161.438468629799,146.261226228792,177.593807420822
1974.5,158.876762712704,143.057203758437,175.682770465983
1973.5,156.294153265383,139.823281958121,173.862443815161
1972.5,153.94435429165,136.978995920469,172.574743806955
1971.5,151.849299550115,133.711690137521,171.415445760075
1970.5,149.937114595577,130.618942944944,171.39779929404
1969.5,148.051037532803,126.887062108465,172.132955480061
1968.5,146.435017633615,122.580575069189,173.919684239129
