Year,Estimate,Lower bound,Upper bound
2020.5,28.335124860047,18.8600903313702,44.0545760670554
2019.5,28.9004079078231,19.9121854997773,43.4126514570504
2018.5,29.4925324227679,20.9752716163136,42.8339028125653
2017.5,30.146025499622,22.0494037349644,42.1304792953269
2016.5,30.7265547945478,23.2142428432113,41.5033101258756
2015.5,31.2575800603238,24.3814502020335,40.9002572458862
2014.5,31.7860709263913,25.5207441556195,40.2300684271148
2013.5,32.3377066332071,26.6658857002636,39.5189420157632
2012.5,32.8479129007507,27.794166559742,39.0194437311804
2011.5,33.4054486941498,28.7526662052527,38.853390993507
2010.5,33.957607703996,29.6478283589419,38.9120593192556
2009.5,34.5929346875112,30.4738583356459,39.1430728363124
2008.5,35.282040857544,31.3128061808012,39.6691418205449
2007.5,36.0986727655049,32.1032404329042,40.3825235131391
2006.5,37.0536541342772,32.9591316965374,41.4585309458614
2005.5,38.1613609726337,33.9434220035946,42.6615033306405
2004.5,39.4240847918845,35.1433904376169,44.0027807107914
2003.5,40.8857018673299,36.5654218760063,45.5543123453561
2002.5,42.5653228172149,38.0893084017573,47.3796567284163
2001.5,44.4879140211714,39.8668472661907,49.3941813806257
2000.5,46.5836698285655,41.7955269945189,51.6549090498374
1999.5,48.8282258677745,43.9484984773226,54.2838553390043
1998.5,51.1417779684985,46.0006108720737,56.9253551823161
1997.5,53.4242748319912,47.9828962895488,59.5300025673316
1996.5,55.4562720437125,49.7727704521556,61.848374752745
1995.5,57.2311545961465,51.2766447266526,63.9005784378997
1994.5,58.7356062572638,52.4689259751749,65.5767655291166
1993.5,59.9349180402463,53.5297888764836,66.9086847251635
1992.5,60.9734104799648,54.2987608907457,68.2190305788387
1991.5,61.8585302090233,55.038871014002,69.3721275845311
1990.5,62.6595677191997,55.8477348693052,70.4725393350437
1989.5,63.3797768053728,56.4057278087409,71.6184666723678
1988.5,64.0317126318084,56.8579774632803,72.6975683195233
1987.5,64.6328650290903,57.12626807469,73.5035116755037
1986.5,65.1571955141929,57.2090685726694,74.034087209396
1985.5,65.4643204604363,57.4407999196161,74.5722354082838
1984.5,65.6861507751341,57.4351478574538,75.1722612497856
1983.5,65.7485077419002,57.3940968817293,75.5696739005132
1982.5,65.7076589285167,56.9383123586034,75.7988818051524
1981.5,65.5904809041305,56.4861670452044,76.087034596196
1980.5,65.4958594880844,56.0022780895516,76.5022947255823
