Year,Estimate,Lower bound,Upper bound
2020.5,77.9128736271558,59.8544491026066,99.9280535747892
2019.5,80.3198262824867,63.7562051657779,100.185523394047
2018.5,83.2215486175985,67.5607670404374,101.108553647084
2017.5,85.9933311069071,71.6308977848228,102.304607042245
2016.5,88.3735382936416,74.9052350395798,103.670217133664
2015.5,90.7811764950196,78.1279559483336,104.894550448932
2014.5,93.6463831696666,81.6295661934134,106.843339888156
2013.5,96.9538495314822,85.4779128825326,109.498895221851
2012.5,100.097629291764,89.0682185694842,112.204405934502
2011.5,103.084850557984,92.5013410642148,114.598259101043
2010.5,106.282588732079,95.9758653309145,117.440148179259
2009.5,109.917837090941,99.8949278170547,120.702155999269
2008.5,114.21667007474,104.317754123587,124.882127016042
2007.5,118.205673135227,108.367393449653,128.936541771699
2006.5,122.017191700051,112.097810678861,132.672948380905
2005.5,125.61160380904,115.718148204147,136.333413757823
2004.5,129.516623441882,119.519195755001,140.273529941397
2003.5,133.076289904668,123.208334441587,144.001546894307
2002.5,136.676432154603,126.696433792104,147.707485112369
2001.5,140.134096435681,129.979457071195,151.264796587991
2000.5,143.324562565909,133.196056051852,154.689312740713
1999.5,146.086949949895,135.852809663638,157.453719190308
1998.5,148.518811358636,138.329259644895,159.947695403216
1997.5,150.611267013777,140.367173403241,162.032375800297
1996.5,152.185292508652,141.885858236497,163.494198175748
1995.5,153.344963695346,142.93942902166,164.487574273318
1994.5,153.772488983622,143.354619423083,164.992213322766
1993.5,153.863607360154,143.578353520287,164.899861613669
1992.5,153.647841201623,143.32697026235,164.588916102995
1991.5,153.200449664262,142.981125343542,164.258218458683
1990.5,152.75364299533,142.529718515646,163.73226476525
1989.5,152.35646814438,142.063046100175,163.407905745404
1988.5,152.225590859212,141.95508296842,163.39184385954
1987.5,152.540440241461,142.022364661419,163.89974147609
1986.5,153.298177387563,142.595205580629,164.854474440693
1985.5,154.526580710729,143.624312110987,166.274593664982
1984.5,156.373578167168,144.958033238115,168.312456512933
1983.5,158.700150423303,147.065845265843,171.031198131719
1982.5,161.561835610621,149.716741027075,174.29668869794
1981.5,165.132287433348,152.911587726211,178.307210910887
1980.5,169.478035570188,156.660273648456,183.146025829791
1979.5,174.49691087665,161.163836245614,188.571509923634
1978.5,180.642064993067,166.810283972744,194.964656234915
1977.5,187.674522974212,173.138393617797,202.429240552423
1976.5,195.466220797576,180.24605447947,210.814442189116
1975.5,203.767712877649,187.998623500023,220.248322755117
1974.5,212.351640294063,195.727261715316,230.125315656831
1973.5,220.948385214563,203.299080792478,239.919538504983
1972.5,229.255169134685,210.444544499789,249.414897905009
1971.5,237.165393439457,217.295742855822,258.291411929161
1970.5,244.548177908237,223.692245855738,266.657635480532
1969.5,251.629284401846,229.492085501091,275.28938915361
1968.5,258.778702085401,235.208393746374,283.760842159988
1967.5,265.673037621654,240.904448096052,292.614406165317
1966.5,272.629745373528,246.316952869342,301.404039502933
1965.5,279.85851228363,251.908449185835,310.669370530195
1964.5,287.113586460361,257.274980553253,320.254441990547
1963.5,294.459897059398,262.467009187689,330.030168541731
1962.5,302.071359468717,268.004409209819,340.306833143649
1961.5,309.897737002505,273.500233799777,350.84399517869
1960.5,317.919726490805,279.113181302883,362.417317955585
1959.5,326.098003217207,284.678338732699,373.98619306092
1958.5,334.3102313843,289.958862002582,386.33691874682
1957.5,342.721479554604,294.363678431462,399.393782588021
1956.5,351.330858725058,298.778641231676,413.919505995962
1955.5,359.920955347355,301.82479917886,430.128023743843
