Year,Estimate,Lower bound,Upper bound
2020.5,25.7526789081216,16.6420314525404,39.9318363301067
2019.5,26.2460532508499,17.436487825814,39.3029436512269
2018.5,26.7237550399993,18.2949253092705,38.9494565450815
2017.5,27.2814203353574,19.2037350158078,38.2715923997963
2016.5,27.7320028202265,19.9635476392496,37.7427402746455
2015.5,28.2144000145736,20.8520483730936,37.3994268420104
2014.5,28.7775807565479,21.7636303465119,37.3859969255215
2013.5,29.3411620463089,22.7454917890733,37.2703873911013
2012.5,29.9466644598727,23.7974225996334,37.2289725393742
2011.5,30.5373716907157,24.7120353467994,37.1597589226004
2010.5,31.1548418288012,25.716672340805,37.2378832314511
2009.5,31.8573590478515,26.7695626410743,37.4165406886228
2008.5,32.6932158798038,27.9603780112245,37.837856170931
2007.5,33.6664218122279,29.2227718587095,38.4286092199341
2006.5,34.782644904444,30.47612702865,39.5346506101045
2005.5,35.9992895044937,31.6782213134019,40.8009646096238
2004.5,37.1910773866439,32.8486024706412,42.1429488101463
2003.5,38.2773184978473,33.8222928333555,43.245532167641
2002.5,39.1562778239436,34.7426252221369,44.1493253474048
2001.5,39.907249842179,35.4560702012348,44.8518139510972
2000.5,40.70434209393,36.1990936347573,45.7057463028
1999.5,41.3959453744794,36.875330343984,46.4759469569811
1998.5,42.0476953678155,37.4379378727468,47.1578640440199
1997.5,42.6028159941518,38.0550788762513,47.48131610834
1996.5,43.0699726284024,38.4944116999365,47.9991551390436
1995.5,43.5038323389586,38.930132435561,48.4928288754639
1994.5,43.9648017833529,39.1695734844283,49.0684680886346
1993.5,44.3697073015313,39.427667933695,49.5935536717913
1992.5,44.7794531391732,39.8790809276113,49.9331390904416
1991.5,45.1991472665389,40.2345613353469,50.4770887057234
1990.5,45.7803738137551,40.8654792375367,51.0391679316568
1989.5,46.6628158564263,41.6527124588379,52.0691572013591
1988.5,47.8776031575961,42.6326166619175,53.4834316976181
1987.5,49.4346451967613,44.1609184670125,55.095347397281
1986.5,51.2200704528647,45.8697909896482,57.1785915381561
1985.5,53.1094941641342,47.537118988776,59.3187811357655
1984.5,54.9276325475084,49.1830377609571,61.5351894262992
1983.5,56.5472610924001,50.3186302987669,63.5824208585674
1982.5,57.8350372296354,51.4449601440674,65.0170265109251
1981.5,59.0384227855822,52.3580310793291,66.4223770511917
1980.5,60.2370746431677,53.3755322946403,67.8295521842702
1979.5,61.7219255171588,54.6201755816311,69.5489569370916
1978.5,63.4364008055268,55.9422254980592,71.7883802891293
1977.5,65.3902483160229,57.5576819029707,74.1700938302853
1976.5,67.3897149593327,59.0905216389046,76.8854040226882
1975.5,69.2824802134544,60.5824749920371,79.0654756644436
1974.5,70.6618764501225,61.7257487715877,81.0256312032985
1973.5,71.4842464590151,62.150861134413,82.4472220476579
1972.5,71.810000022692,61.9560093652115,83.370666933447
1971.5,71.6845404594852,61.2515572576457,83.9753311365698
1970.5,71.4960721268974,60.6201828803022,84.31770677719
1969.5,71.3033273295316,59.8000398520431,84.9177371794045
