Year,Estimate,Lower bound,Upper bound
2020.5,26.7971921934404,15.5009163773833,45.2804251429272
2019.5,27.316070330106,16.3469261716678,44.6323338907081
2018.5,27.8843648858629,17.3023935108993,43.8573105660109
2017.5,28.4815255052499,18.284765325856,43.1153089043619
2016.5,28.9516447300394,19.2006369309495,42.4273414639365
2015.5,29.477882849384,20.1087240994142,41.7865670060529
2014.5,29.9798175242716,21.0700931873237,41.1881541481031
2013.5,30.5800282901274,22.1388900205884,40.7459003619566
2012.5,31.1332230548369,23.3360070945486,40.5462922850879
2011.5,31.7188964886464,24.5944481619204,40.3906168180376
2010.5,32.3324254705681,25.7134583099848,40.3572686302007
2009.5,33.0392552049452,26.7268235315287,40.52797307339
2008.5,33.8103421741895,27.8043378229582,40.7518883253349
2007.5,34.5402126519354,28.7848332148907,41.2376477495684
2006.5,35.2912665126795,29.7740209697821,41.8152624042697
2005.5,35.9872407416045,30.6546113675004,42.2360093017349
2004.5,36.6490142973172,31.2411025906856,42.8749959916139
2003.5,37.164375909054,31.7556815523173,43.3433582375757
2002.5,37.6181304869219,32.1482769141953,43.8192031099425
2001.5,37.9939952325765,32.4113766509746,44.2794345759088
2000.5,38.3548132804961,32.8324380780828,44.6790097502009
1999.5,38.7557542016934,32.9864402608616,45.2546243749109
1998.5,39.1256687383699,33.2623185227296,45.6904948424989
1997.5,39.4753147887915,33.5268727519349,45.9872380733167
1996.5,39.7725601135595,33.7730410654708,46.2355572275707
1995.5,40.0348272071629,34.1063238293814,46.5960862642543
1994.5,40.3542543944393,34.3440920885668,47.0206486080393
1993.5,40.6251455885813,34.584880356215,47.4288809368883
1992.5,40.959220856656,34.67607225394,47.8436831948517
1991.5,41.3082111832065,34.8939102126832,48.281258688844
1990.5,41.6502515956054,35.3121723618712,48.6465870237935
1989.5,42.1033572220578,35.5570830857862,49.5100295866355
1988.5,42.5224313518123,35.8404038878754,50.3477750899548
1987.5,42.9237192647902,36.019120770157,51.4848471551638
1986.5,43.3307346275928,36.04205954942,52.5629458368273
1985.5,43.7620233291806,36.1887687214173,53.809118956848
1984.5,44.1230764778039,36.0195287809628,55.1915476619114
