region,urban_prop
Central,0.251345907
Copperbelt,0.809043145
Eastern,0.12524864
Luapula,0.19627356
Lusaka,0.845611951
Muchinga,0.171412021
Northwestern,0.217183554
Northern,0.182554367
Southern,0.244793003
Western,0.147356627
